Hero_ID,Position1,Position2,Position3,Position4,Position5
59,0.7026044695608931,0.16868646838942164,0.022705235614127583,0.0011144998506060378,0.10488932658495152
60,0.0973298206948329,0.7085908392116492,0.0001936917630691146,1.9349826480431033e-07,0.19388545483218375
61,0.5472150760108038,2.421304574691798e-07,2.421304574691798e-07,0.012833156376323996,0.4399512833519571
62,0.11009326323387833,0.02574646521365881,0.7892903259435112,0.07044710910826953,0.004422836500681961
63,0.008094782794506573,0.020628505253501062,0.3916789138833171,0.10427369471942957,0.47532410334924563
64,0.006362240034074459,0.02444420558391187,0.1605277389071327,0.8082639270479751,0.00040188842690583077
65,0.48387045329747497,3.624495062531601e-07,0.007611802080822616,0.3327290091899072,0.1757883729822889
66,0.0014221697861770215,0.17199725658402068,0.8265791521707457,7.107295283243486e-07,7.107295283243486e-07
67,1.663338603344475e-07,0.00016650019419478193,0.010811867255599423,0.0011645033562014669,0.987856962860144
68,0.0799801463417473,1.6627854482994278e-07,0.06019299950698411,0.85683350778724,0.0029931800854838
69,3.968246094749812e-07,0.663094319257303,3.968246094749812e-07,0.10992081364917926,0.2269840734442987
70,0.0052946143312296865,0.025810817443846543,1.1030216727213363e-07,0.0002207146367115394,0.9686737432860448
71,0.15246516337138274,0.07882991031171496,0.7668820892727197,9.113273893523241e-08,0.0018227459114435835
72,0.9260069851960128,0.0022041859223977307,0.068954763102359,0.002833908348623781,1.5743060655651245e-07
73,0.05383413952257462,0.1024656158497898,0.25944349757577745,0.19452613150177392,0.3897306155500842
74,0.6268106678151694,0.050256337682098924,0.00027863821076492905,0.16687096978187826,0.15578338651008844
75,0.06214776423225338,0.03588626709317538,0.06448517497238074,0.8369306772097641,0.0005501164924264456
76,2.0764098043918143e-07,0.329111161637083,0.3436460302678257,0.0076829239172301516,0.31955967653688067
77,0.2122092579605452,0.6358995788532745,7.267415452705478e-07,7.267415452705478e-07,0.15188970970308976
78,0.4180915657704945,3.8008289607963494e-07,0.3329529970486563,0.0011406287711349845,0.24781442832681805
79,0.036556004672974374,2.2021556902051417e-07,0.30037425635955034,0.6630692985363372,2.2021556902051417e-07
80,0.331632279953855,0.21088432289024125,0.06122488314942419,5.668918172000647e-07,0.3962579471146624
81,2.7495150542823007e-07,0.3744842253447548,2.7495150542823007e-07,0.049216594423158615,0.5762986303290758
82,0.6326721963559496,4.950482795834664e-07,0.02227766762953557,0.0004955433278630498,0.3445540976383722
83,0.0001519428112152313,1.5179102019503625e-07,0.44611396014423177,0.5487246897960762,0.005009255457456391
84,0.005717301828840311,0.10280760448820596,0.4527819026126071,0.42838171088223026,0.01031148018811629
85,0.09816954667142995,1.4762315646356918e-07,0.6118981311646506,0.2899320269176063,1.4762315646356918e-07
86,0.28914502904658207,0.00010678831604538475,0.42336422687473935,0.25237483926383836,0.035009116498794825
87,1.0765415671538554e-07,0.003337386512333667,0.20540423866711233,0.7912581595122404,1.0765415671538554e-07
88,0.15924390717176914,0.10496927898519332,0.6217954877592097,0.11399118287900407,1.4320482371128187e-07
89,0.012223788297218116,7.63939022387233e-07,7.63939022387233e-07,0.15890008059556684,0.8288746032291702
90,0.5429037245813125,0.0963698079706139,0.2877886340121551,3.300324586923124e-07,0.07293750340345972
91,0.0017150176354292946,0.0013720826953314553,0.12105637678947737,0.6519196640609326,0.22393685881882916
92,0.3649820325361562,0.49211410989039284,0.13356946641540646,3.218533603904725e-07,0.009334069304684093
93,7.218129342381498e-08,0.9722820946000813,7.218129342381498e-08,0.027717688856038376,7.218129342381498e-08
94,0.014251342857272805,0.05943017066378007,3.032136094396461e-07,3.032136094396461e-07,0.9263178800517283
95,0.03213553339996351,0.001089866313000237,5.446608260870749e-07,5.446608260870749e-07,0.9667735109653841
96,0.06620719071722624,0.7284212778821787,0.0018671536211736165,1.4361615423226033e-07,0.20350423416326713
97,0.039200683576443934,0.6185838164728771,0.20924075102880219,0.03561370073716767,0.09736104818470911
98,0.11828952744110034,0.675526002943419,0.006315916897423093,0.002368551073321662,0.19750000164473572
99,0.07067833384537749,0.6930905872483487,3.1836943908080365e-07,3.1836943908080365e-07,0.2362304421673954
100,0.09230146400782926,0.07402497752451627,0.828568190438947,1.0210327644308941e-07,0.005105265925430914
101,0.2970153043335276,0.0019345716683115697,0.033784774842899386,0.6458475729419743,0.021417776213287196
102,0.004588574319940964,0.3257709332514233,0.23018094547419643,2.5490663407260503e-07,0.43945929204780515
103,0.005004270892527189,0.1851322904492836,0.6611849135635685,7.147937283998271e-07,0.14867781030089244
104,8.727522810471805e-08,0.7868735438673661,8.727522810471805e-08,0.000436463415751695,0.21268981816642601
105,0.05668595221628136,1.2795897123546305e-07,0.5980803595135256,0.33934731967541926,0.005886240635802535
106,0.7481835505886529,0.06193250003064836,0.0008173806677348947,0.015437788123052977,0.17362878058991071
107,0.3358017405672985,0.09835697945269674,0.5327466642598191,2.3142764241189256e-07,0.03309438429254305
108,0.2836055577489554,0.7132412487523295,0.0030095994485529885,0.0001434507427266102,1.4330743529131892e-07
109,0.021118848027281915,3.91082536013813e-07,3.91082536013813e-07,0.049276790620276456,0.9296035791873697
110,0.3042123225954297,1.4832382948395912e-07,0.5479083744375746,0.1284485846569381,0.01943056998622813
111,0.07721903681666642,3.204096116475301e-07,3.204096116475301e-07,0.9115656655468349,0.011214656817275202
112,0.0027136128347152997,0.12925514398724225,0.35298451777933176,0.5081397284907148,0.00690699690799592
113,0.8244586719547221,0.0733027135364322,3.8580172491951195e-07,3.8580172491951195e-07,0.10223784290539559
114,0.21178119436866924,0.07212996180128049,0.08154690287827801,0.0028052466387030266,0.6317366943130692
119,0.052361708507245246,0.05943759115726944,0.4486111369085999,0.43958938652981905,1.7689706625060473e-07
120,0.4503198442311853,0.4022430495645044,0.014423572586611682,5.341866074075657e-07,0.13301299943109127
121,2.8752115077465384e-07,0.14289829945615373,2.8752115077465384e-07,0.8407121323862387,0.016388993115306043
123,0.0003254714334162057,0.03334431250462548,0.7241375047678067,0.23747557134387492,0.004717139950276552
126,0.6517839555227515,0.12560923942050034,0.032227769039640745,1.5720786259403976e-07,0.19037887880924473
128,0.07871795974666523,0.08885229268660576,0.24652365865916884,0.5859059710664795,1.1784108069698285e-07
129,0.08370125348340106,8.6557566624441e-08,0.9103260147468125,0.005972558654653053,8.6557566624441e-08
131,0.030646423888048092,0.058183590735519944,0.011325992309579935,0.8998437709929259,2.2207392618928916e-07
135,0.27770353070424303,0.6715616330711108,0.044058893706948585,0.006675751787381471,1.9073031591615874e-07
136,0.3538252705572464,0.2477001932912348,0.0006733221075587754,0.3780567892564626,0.019744424787497435
137,0.2607680237979802,0.5677908255985299,2.1217885404322715e-07,2.1217885404322715e-07,0.17144072624578158
138,0.8228271619964839,0.00032258558553475286,0.00032258558553475286,0.17652750562025982,1.6121218667403943e-07
145,0.26838227437698253,2.2977914777211883e-07,0.02757372751180203,2.2977914777211883e-07,0.7040435385529199
155,0.0840864725942161,0.3273088318970501,0.24506046480282978,0.34277826406933365,0.000765966636570197
